year,movie,movie_id,certificate,duration,genre,rate,metascore,synopsis,votes,gross,release_date,user_reviews,critics_reviews,popularity,awards_wins,awards_nominations,Oscar_Best_Picture_won,Oscar_Best_Picture_nominated,Oscar_Best_Director_won,Oscar_Best_Director_nominated,Oscar_Best_Actor_won,Oscar_Best_Actor_nominated,Oscar_Best_Actress_won,Oscar_Best_Actress_nominated,Oscar_Best_Supporting_Actor_won,Oscar_Best_Supporting_Actor_nominated,Oscar_Best_Supporting_Actress_won,Oscar_Best_Supporting_Actress_nominated,Oscar_Best_AdaScreen_won,Oscar_Best_AdaScreen_nominated,Oscar_Best_OriScreen_won,Oscar_Best_OriScreen_nominated,Oscar_nominated,Golden_Globes_won,Golden_Globes_nominated,BAFTA_won,BAFTA_nominated,Screen_Actors_Guild_won,Screen_Actors_Guild_nominated,Critics_Choice_won,Critics_Choice_nominated,Directors_Guild_won,Directors_Guild_nominated,Producers_Guild_won,Producers_Guild_nominated,Art_Directors_Guild_won,Art_Directors_Guild_nominated,Writers_Guild_won,Writers_Guild_nominated,Costume_Designers_Guild_won,Costume_Designers_Guild_nominated,Online_Film_Television_Association_won,Online_Film_Television_Association_nominated,Online_Film_Critics_Society_won,Online_Film_Critics_Society_nominated,People_Choice_won,People_Choice_nominated,London_Critics_Circle_Film_won,London_Critics_Circle_Film_nominated,American_Cinema_Editors_won,American_Cinema_Editors_nominated,Hollywood_Film_won,Hollywood_Film_nominated,Austin_Film_Critics_Association_won,Austin_Film_Critics_Association_nominated,Denver_Film_Critics_Society_won,Denver_Film_Critics_Society_nominated,Boston_Society_of_Film_Critics_won,Boston_Society_of_Film_Critics_nominated,New_York_Film_Critics_Circle_won,New_York_Film_Critics_Circle_nominated,Los_Angeles_Film_Critics_Association_won,Los_Angeles_Film_Critics_Association_nominated,release_date.year,release_date.month,release_date.day-of-month,release_date.day-of-week
2006,Casino Royale,tt0381061,PG-13,144,Action|Adventure|Thriller,8.0,80,,530485,167445960,,2322,330,720,3,15,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,1,9,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,11,,
2004,Before Sunset,tt0381681,R,80,Drama|Romance,8.1,90,,202630,5792822,,509,233,2733,2,11,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,7,,
2004,White Chicks,tt0381707,Unrated,109,Comedy|Crime,5.5,41,,115383,70831760,,271,71,1390,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,,
2007,3:10 to Yuma,tt0381849,R,122,Action|Crime|Drama|Western,7.7,76,,265853,53606916,,595,305,1304,0,6,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,9,,
2004,As It Is in Heaven,tt0382330,Not Rated,133,Comedy|Drama|Music|Romance,7.6,?,,15117,9910,,97,37,?,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,,
2006,The Da Vinci Code,tt0382625,3,149,Mystery|Thriller,6.6,46,,365182,217536138,,1984,306,1599,0,3,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,,
2007,Ratatouille,tt0382932,G,111,Animation|Adventure|Comedy|Drama|Family|Fantasy,8.0,96,,562270,206445654,,670,329,1055,9,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,5,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,6,1,2,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,,6,,
2006,Pirates of the Caribbean: Dead Man's Chest,tt0383574,PG-13,151,Action|Adventure|Fantasy,7.3,53,,602274,423315812,,1854,316,1214,3,16,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4,0,1,1,5,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,,7,,
2004,Vera Drake,tt0383694,R,125,Crime|Drama,7.7,83,,22190,3753806,,169,171,?,10,25,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,3,0,1,3,11,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,7,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,2,,
2006,Accepted,tt0384793,PG-13,93,Comedy,6.5,47,,115388,36323505,,215,116,3231,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,,
2005,The Amityville Horror,tt0384806,R,90,Drama|Horror|Mystery|Thriller,6.0,33,,97652,65233369,,529,187,2542,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,,
2005,Green Street Hooligans,tt0385002,R,109,Crime|Drama|Sport,7.5,55,,132065,344095,,392,75,2685,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,,
2004,House of Flying Daggers,tt0385004,PG-13,119,Action|Adventure|Drama|Romance,7.6,89,,100992,11050094,,422,251,?,5,30,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,1,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,1,1,3,,1,,
2007,The Golden Compass,tt0385752,PG-13,113,Adventure|Family|Fantasy,6.1,51,,165323,70107728,,685,254,2117,3,6,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,0,0,1,1,0,0,0,2,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12,,
2006,Monster House,tt0385880,PG,91,Animation|Adventure|Comedy|Family|Fantasy|Mystery,6.6,68,,87275,73661010,,254,185,4557,1,6,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,,
2005,Hitch,tt0386588,PG-13,118,Comedy|Romance,6.6,58,,273622,179495555,,385,171,1324,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,,
2005,The Constant Gardener,tt0387131,R,129,Drama|Mystery|Romance|Thriller,7.4,82,,123710,?,,575,221,2133,8,35,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,4,1,3,1,10,1,1,0,2,0,0,0,0,0,1,0,1,0,0,1,6,0,3,0,0,4,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,8,,
2004,Saw,tt0387564,TV-14,103,Horror|Mystery,7.6,46,,345936,56000369,,1552,308,1044,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,,
2006,Idiocracy,tt0387808,R,84,Adventure|Comedy|Sci-Fi|Thriller,6.6,66,,129225,438653,,478,130,940,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,
2006,The Black Dahlia,tt0387877,R,121,Crime|Drama|Mystery|Thriller,5.6,49,,67708,22518325,,655,242,2237,1,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,9,,
2005,Brokeback Mountain,tt0388795,3,134,Drama|Romance,7.7,87,,294107,83043761,,2288,293,766,40,79,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,8,4,7,4,9,0,4,3,8,1,1,1,1,0,0,1,1,0,0,12,17,2,8,0,0,2,4,0,1,2,2,1,4,0,0,2,4,3,4,2,4,,1,,
2007,Bee Movie,tt0389790,PG,91,Animation|Adventure|Comedy|Family,6.1,54,,124559,126631277,,259,189,2954,0,3,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,,
2006,Click,tt0389860,PG-13,107,Comedy|Drama|Fantasy|Romance,6.4,45,,278593,137355633,,717,174,2349,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,,
2004,Maria Full of Grace,tt0390221,R,101,Crime|Drama,7.5,87,,32470,6517198,,176,157,?,7,15,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,4,5,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,,8,,
2004,Hotel Rwanda,tt0395169,PG-13,121,Biography|Drama|History|War,8.1,79,,308291,23530892,,638,151,2975,1,19,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,3,0,3,0,1,0,3,0,2,0,0,1,1,0,0,0,1,0,0,0,3,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,2,,
2005,The Devil's Rejects,tt0395584,Unrated,107,Crime|Horror,6.9,53,,84865,17044981,,690,271,2909,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,,
2005,The Pacifier,tt0395699,PG,95,Action|Comedy|Drama|Family|Thriller,5.6,30,,78674,113086868,,231,128,1963,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,,
2005,North Country,tt0395972,R,126,Drama,7.3,68,,36549,18324242,,215,156,4528,1,9,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,10,,
2006,Perfume: The Story of a Murderer,tt0396171,R,147,Crime|Drama,7.5,56,,215886,2223293,,510,225,553,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,
2005,Wedding Crashers,tt0396269,Not Rated,119,Comedy|Romance,7.0,64,,309782,209218368,,652,182,1405,1,3,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,7,,
2005,House of Wax,tt0397065,R,108,Horror|Mystery|Thriller,5.3,41,,106228,32064800,,578,228,2695,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,,
2005,Memoirs of a Geisha,tt0397535,PG-13,145,Drama|Romance,7.4,54,,130111,57490508,,555,227,2261,10,22,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6,1,2,3,6,0,1,1,3,0,0,0,0,1,1,0,0,1,1,1,5,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,,12,,
2008,Bolt,tt0397892,PG,96,Animation|Adventure|Comedy|Drama|Family,6.9,67,,170582,114053579,,194,229,2365,0,6,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,,
2005,The Longest Yard,tt0398165,PG-13::(No. 41698),113,Comedy|Crime|Sport,6.4,48,,147931,158119460,,324,135,1230,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,,
2010,Tangled,tt0398286,PG,100,Animation|Adventure|Comedy|Family|Fantasy|Musical|Romance,7.8,71,,355866,200821936,,423,332,992,0,7,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,11,,
2007,Bridge to Terabithia,tt0398808,3,96,Adventure|Drama|Family|Fantasy,7.2,74,,128896,82272442,,536,183,1704,0,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,,
2005,A History of Violence,tt0399146,R,96,Drama|Thriller,7.5,81,,207827,31493782,,1134,443,2148,8,33,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,9,3,6,0,0,0,4,0,0,0,0,1,1,0,0,0,0,2,5,1,3,,9,,
2005,The Island,tt0399201,PG-13,136,Action|Adventure|Mystery|Romance|Sci-Fi|Thriller,6.9,50,,285469,35818913,,909,260,1794,1,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,7,,
2007,The Diving Bell and the Butterfly,tt0401383,PG-13,112,Biography|Drama,8.0,92,,97534,5990075,,187,263,3548,10,34,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,4,2,3,1,2,0,0,1,3,0,1,0,1,0,1,0,1,0,1,1,6,1,4,0,0,0,2,0,0,0,0,0,0,0,0,3,5,0,0,1,4,,2,,
2006,A Good Year,tt0401445,PG-13,117,Comedy|Drama|Romance,7.0,47,,81220,7458269,,212,147,2946,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,,
2012,John Carter,tt0401729,PG-13,132,Action|Adventure|Sci-Fi,6.6,51,,235602,73078100,,786,474,1612,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,,
2005,Sin City,tt0401792,3,124,Crime|Thriller,8.0,74,,709130,?,,1743,384,743,8,12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,3,3,0,0,0,0,0,0,1,1,2,3,0,0,0,0,0,0,0,0,,4,,
2006,Underworld: Evolution,tt0401855,R,106,Action|Adventure|Fantasy|Sci-Fi|Thriller,6.7,36,,177601,62318875,,512,209,3320,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,
2005,The New World,tt0402399,PG-13,135,Biography|Drama|History|Romance,6.7,69,,77785,12712093,,708,220,2839,0,9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,1,,
2005,The Sisterhood of the Traveling Pants,tt0403508,PG,119,Comedy|Drama|Romance,6.5,66,,49890,39008741,,221,89,1467,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,,
2006,Little Children,tt0404203,R,136,Drama|Romance,7.5,75,,99634,5463019,,329,254,2151,3,21,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,3,0,3,0,1,0,2,0,3,0,0,0,0,0,0,0,1,0,0,1,4,1,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,,2,,
2006,The Lives of Others,tt0405094,R,137,Drama|Thriller,8.4,89,,314875,11286112,,433,217,1105,5,14,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,3,,
2004,Million Dollar Baby,tt0405159,PG-13,132,Drama|Sport,8.1,86,,575189,100492203,,1154,281,1024,9,32,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,7,2,5,0,0,2,3,1,4,1,1,0,1,0,1,0,1,0,0,1,7,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,0,2,,1,,
2005,Sky High,tt0405325,PG,100,Adventure|Comedy|Family|Sci-Fi,6.2,62,,70913,63946815,,234,134,1748,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,,
2005,The 40-Year-Old Virgin,tt0405422,R,116,Comedy|Romance,7.1,73,,355958,109449237,,555,184,803,3,9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,,8,,
2005,Zathura: A Space Adventure,tt0406375,TV-PG::(TV rating),101,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,6.2,67,,82070,29258869,,215,127,748,1,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,11,,
2005,Transamerica,tt0407265,R,103,Adventure|Comedy|Drama,7.4,66,,38720,9015303,,233,176,?,2,10,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,2,1,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,3,,
2005,War of the Worlds,tt0407304,PG-13,116,Adventure|Sci-Fi|Thriller,6.5,73,,380587,234280354,,2765,405,789,2,6,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,6,,
2006,The Departed,tt0407887,R,151,Crime|Drama|Thriller,8.5,85,,1049262,132384315,,2148,354,230,16,59,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,5,1,6,0,6,0,2,2,7,1,1,0,0,0,1,0,0,0,0,3,12,1,7,0,0,0,3,1,1,0,0,2,4,0,0,4,6,1,3,0,0,,10,,
2007,Sweeney Todd: The Demon Barber of Fleet Street,tt0408236,R,116,Drama|Horror|Musical|Thriller,7.4,83,,317501,52898073,,796,382,1790,5,22,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,3,2,4,0,2,0,0,0,5,0,0,0,0,0,1,0,0,1,1,1,6,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,,12,,
2005,Munich,tt0408306,R,164,Drama|History|Thriller,7.6,74,,196019,47403685,,836,308,2161,1,28,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,5,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,9,0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,4,0,0,,1,,
2006,Poseidon,tt0409182,3,98,Action|Adventure|Drama|Thriller,5.6,50,,90914,60674817,,652,235,3389,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,,
2009,Watchmen,tt0409459,R,162,Action|Drama|Mystery|Sci-Fi,7.6,56,,445659,107509799,,1306,461,67,1,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,,
2005,Hustle & Flow,tt0410097,R,116,Crime|Drama|Music,7.4,68,,36323,22201636,,207,147,4588,4,13,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,2,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,1,,7,,
2006,The Lake House,tt0410297,PG,99,Drama|Fantasy|Romance,6.8,52,,127702,52330111,,563,177,2982,1,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,6,,
2008,Hellboy II: The Golden Army,tt0411477,PG-13,120,Action|Adventure|Fantasy|Horror|Sci-Fi,7.0,78,,235283,75754670,,356,346,887,0,4,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,,
2005,Mrs Henderson Presents,tt0413015,R,103,Comedy|Drama|Music|War,7.0,71,,14514,11034436,,182,136,?,2,19,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,2,0,3,0,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,4,0,0,1,1,0,0,0,0,0,0,0,1,0,1,,2,,
2007,Spider-Man 3,tt0413300,PG-13,139,Action|Adventure|Sci-Fi,6.2,59,,449755,336530303,,1963,405,515,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,,
2007,Elizabeth: The Golden Age,tt0414055,PG-13,114,Biography|Drama|History|War,6.9,45,,61047,16285240,,223,204,3556,0,10,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,2,0,1,0,4,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,,
2005,Pride & Prejudice,tt0414387,PG,129,Drama|Romance,7.8,82,,225975,38405088,,1089,182,562,4,23,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,4,0,2,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,8,0,1,0,0,0,0,0,0,1,2,0,0,0,0,,11,,
2006,The Fountain,tt0414993,R,96,Drama|Sci-Fi,7.3,51,,213808,15978422,,949,278,2478,1,8,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,11,,
2007,Mongol: The Rise of Genghis Khan,tt0416044,R,126,Action|Adventure|Biography|Drama|History|War,7.3,74,,41676,5701643,,170,161,?,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,,
2005,Match Point,tt0416320,R,124,Drama|Romance|Thriller,7.6,72,,188408,23089926,,745,278,2010,0,7,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,
2006,300,tt0416449,R,117,Action|Fantasy,7.7,52,,681044,210614939,,2103,465,534,1,6,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,3,,
2009,Harry Potter and the Half-Blood Prince,tt0417741,PG,153,Adventure|Family|Fantasy|Mystery,7.6,78,,405455,301959197,,1007,388,557,1,7,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,0,0,2,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,,
